vehicle_id,shop_id,daily_rental_usd,available_units,condition
CAR_1068,SHOP_007,78.0,2,Fair
CAR_1068,SHOP_006,79.0,2,Fair
CAR_1068,SHOP_008,75.0,4,Fair
CAR_1069,SHOP_007,75.0,3,Excellent
CAR_1069,SHOP_001,72.0,1,Excellent
CAR_1069,SHOP_006,68.0,3,Fair
CAR_1070,SHOP_010,72.0,4,Excellent
CAR_1071,SHOP_001,77.0,2,Excellent
CAR_1071,SHOP_002,77.0,3,Fair
CAR_1071,SHOP_007,71.0,3,Good
CAR_1072,SHOP_006,65.0,3,Good
CAR_1072,SHOP_001,72.0,4,Good
CAR_1073,SHOP_007,51.0,4,Good
CAR_1073,SHOP_011,54.0,4,Good
CAR_1073,SHOP_006,54.0,1,Excellent
CAR_1074,SHOP_008,72.0,2,Good
CAR_1074,SHOP_010,70.0,3,Good
CAR_1074,SHOP_011,76.0,2,Excellent
CAR_1075,SHOP_011,61.0,3,Good
CAR_1076,SHOP_011,60.0,1,Excellent
CAR_1076,SHOP_001,61.0,3,Good
CAR_1077,SHOP_006,53.0,1,Fair
CAR_1078,SHOP_010,66.0,1,Fair
CAR_1078,SHOP_004,64.0,2,Good
CAR_1079,SHOP_002,97.0,2,Fair
CAR_1079,SHOP_008,99.0,2,Excellent
CAR_1080,SHOP_010,66.0,2,Good
CAR_1080,SHOP_008,65.0,2,Fair
CAR_1081,SHOP_004,63.0,1,Fair
CAR_1081,SHOP_007,71.0,4,Good
CAR_1082,SHOP_007,47.0,4,Fair
CAR_1082,SHOP_001,55.0,4,Fair
CAR_1083,SHOP_006,37.0,4,Fair
CAR_1083,SHOP_001,38.0,2,Good
CAR_1084,SHOP_011,37.0,2,Excellent
CAR_1084,SHOP_006,37.0,4,Fair
CAR_1085,SHOP_001,38.0,3,Excellent
CAR_1086,SHOP_006,52.0,1,Excellent
CAR_1086,SHOP_011,47.0,3,Excellent
CAR_1086,SHOP_007,48.0,1,Good
CAR_1087,SHOP_011,53.0,3,Good
CAR_1087,SHOP_001,48.0,2,Good
CAR_1088,SHOP_006,47.0,3,Good
CAR_1088,SHOP_007,45.0,4,Excellent
CAR_1088,SHOP_001,44.0,3,Excellent
CAR_1089,SHOP_007,56.0,3,Fair
CAR_1090,SHOP_012,79.0,4,Good
CAR_1090,SHOP_002,78.0,4,Fair
CAR_1091,SHOP_006,58.0,3,Excellent
CAR_1091,SHOP_011,61.0,4,Fair
CAR_1091,SHOP_007,56.0,4,Good
CAR_1092,SHOP_012,78.0,4,Good
CAR_1092,SHOP_005,84.0,2,Excellent
CAR_1092,SHOP_010,83.0,3,Excellent
CAR_1093,SHOP_001,51.0,2,Excellent
CAR_1093,SHOP_006,55.0,2,Fair
CAR_1093,SHOP_008,51.0,1,Excellent
CAR_1094,SHOP_011,33.0,2,Excellent
CAR_1094,SHOP_007,27.0,2,Good
CAR_1094,SHOP_001,32.0,4,Excellent
CAR_1095,SHOP_001,30.0,4,Excellent
CAR_1095,SHOP_007,29.0,1,Good
CAR_1095,SHOP_006,28.0,4,Excellent
CAR_1096,SHOP_001,27.0,3,Excellent
CAR_1096,SHOP_006,25.0,1,Good
CAR_1096,SHOP_007,27.0,2,Good
CAR_1097,SHOP_011,52.0,4,Good
CAR_1098,SHOP_006,55.0,3,Good
CAR_1099,SHOP_007,54.0,3,Fair
CAR_1100,SHOP_002,46.0,4,Good
CAR_1101,SHOP_010,51.0,1,Excellent
CAR_1101,SHOP_004,49.0,2,Fair
CAR_1102,SHOP_006,87.0,4,Excellent
CAR_1102,SHOP_001,82.0,3,Fair
CAR_1102,SHOP_011,85.0,1,Fair
CAR_1103,SHOP_007,95.0,2,Excellent
CAR_1104,SHOP_001,97.0,1,Good
CAR_1104,SHOP_011,99.0,2,Good
CAR_1105,SHOP_008,47.0,1,Good
CAR_1105,SHOP_011,50.0,2,Good
CAR_1105,SHOP_010,48.0,2,Good
CAR_1106,SHOP_002,90.0,4,Excellent
CAR_1106,SHOP_001,81.0,4,Good
CAR_1106,SHOP_008,87.0,2,Excellent
CAR_1107,SHOP_011,98.0,4,Good
CAR_1108,SHOP_006,98.0,4,Good
CAR_1108,SHOP_004,103.0,2,Good
CAR_1108,SHOP_002,96.0,1,Good
CAR_1109,SHOP_010,99.0,1,Good
CAR_1110,SHOP_008,101.0,3,Fair
CAR_1110,SHOP_002,97.0,3,Good
CAR_1110,SHOP_004,101.0,4,Good
CAR_1111,SHOP_008,73.0,3,Good
CAR_1112,SHOP_011,76.0,3,Excellent
CAR_1113,SHOP_008,95.0,1,Fair
CAR_1113,SHOP_004,93.0,1,Good
CAR_1113,SHOP_011,97.0,4,Fair
CAR_1114,SHOP_004,66.0,1,Excellent
CAR_1114,SHOP_005,74.0,4,Excellent
CAR_1114,SHOP_008,69.0,4,Good
CAR_1115,SHOP_011,57.0,1,Excellent
CAR_1115,SHOP_001,59.0,2,Fair
CAR_1116,SHOP_011,52.0,1,Good
CAR_1117,SHOP_008,90.0,3,Good
CAR_1117,SHOP_007,82.0,3,Good
CAR_1117,SHOP_011,83.0,4,Good
CAR_1118,SHOP_006,89.0,2,Excellent
CAR_1119,SHOP_010,60.0,4,Excellent
CAR_1120,SHOP_001,56.0,4,Good
CAR_1120,SHOP_004,56.0,2,Excellent
CAR_1121,SHOP_007,62.0,1,Good
CAR_1121,SHOP_010,63.0,2,Good
CAR_1121,SHOP_002,63.0,1,Good
CAR_1122,SHOP_007,74.0,4,Excellent
CAR_1122,SHOP_001,78.0,1,Good
CAR_1122,SHOP_011,73.0,4,Good
CAR_1123,SHOP_011,111.0,4,Fair
CAR_1124,SHOP_002,109.0,1,Good
CAR_1124,SHOP_008,104.0,4,Fair
CAR_1125,SHOP_004,104.0,2,Good
CAR_1125,SHOP_012,105.0,1,Good
CAR_1126,SHOP_012,105.0,1,Good
CAR_1126,SHOP_008,103.0,3,Good
CAR_1126,SHOP_004,101.0,1,Excellent
CAR_1127,SHOP_008,72.0,1,Good
CAR_1127,SHOP_005,76.0,2,Excellent
CAR_1128,SHOP_012,70.0,3,Excellent
CAR_1128,SHOP_008,76.0,2,Excellent
CAR_1129,SHOP_004,74.0,1,Fair
CAR_1129,SHOP_005,74.0,1,Excellent
CAR_1129,SHOP_008,77.0,4,Good
CAR_1130,SHOP_004,96.0,2,Excellent
CAR_1130,SHOP_006,104.0,4,Excellent
CAR_1130,SHOP_011,98.0,4,Excellent
CAR_1131,SHOP_008,57.0,1,Good
CAR_1132,SHOP_002,61.0,4,Good
CAR_1132,SHOP_006,66.0,1,Fair
CAR_1133,SHOP_001,80.0,4,Excellent
CAR_1133,SHOP_006,79.0,1,Fair
CAR_1134,SHOP_004,70.0,2,Excellent
CAR_1134,SHOP_005,68.0,1,Good
CAR_1134,SHOP_010,76.0,2,Good
CAR_1135,SHOP_010,67.0,4,Good
CAR_1135,SHOP_002,65.0,1,Excellent
CAR_1136,SHOP_011,64.0,4,Good
CAR_1137,SHOP_006,67.0,2,Good
CAR_1137,SHOP_010,66.0,3,Good
CAR_1138,SHOP_011,71.0,2,Excellent
CAR_1138,SHOP_008,63.0,1,Fair
CAR_1139,SHOP_002,69.0,2,Good
CAR_1139,SHOP_007,75.0,3,Good
CAR_1140,SHOP_005,94.0,4,Good
CAR_1140,SHOP_012,97.0,3,Good
CAR_1140,SHOP_008,93.0,2,Excellent
CAR_1141,SHOP_011,62.0,1,Fair
CAR_1141,SHOP_008,55.0,1,Good
CAR_1142,SHOP_001,79.0,2,Good
CAR_1142,SHOP_006,81.0,3,Fair
CAR_1142,SHOP_002,79.0,2,Excellent
CAR_1143,SHOP_010,67.0,3,Excellent
CAR_1143,SHOP_002,72.0,2,Good
CAR_1144,SHOP_002,70.0,3,Excellent
CAR_1144,SHOP_010,78.0,2,Good
CAR_1145,SHOP_004,75.0,3,Good
CAR_1145,SHOP_007,76.0,2,Good
CAR_1146,SHOP_004,79.0,3,Excellent
CAR_1147,SHOP_012,73.0,2,Fair
CAR_1148,SHOP_004,75.0,1,Good
CAR_1148,SHOP_012,76.0,3,Fair
CAR_1148,SHOP_011,69.0,3,Good
CAR_1149,SHOP_004,59.0,4,Excellent
CAR_1149,SHOP_008,51.0,2,Good
CAR_1149,SHOP_010,51.0,4,Good
CAR_1150,SHOP_001,55.0,2,Excellent
CAR_1150,SHOP_008,57.0,2,Good
CAR_1151,SHOP_004,53.0,1,Good
CAR_1152,SHOP_002,70.0,4,Good
CAR_1153,SHOP_010,76.0,4,Excellent
CAR_1153,SHOP_002,77.0,4,Good
CAR_1153,SHOP_005,80.0,4,Good
CAR_1154,SHOP_012,82.0,4,Fair
CAR_1154,SHOP_008,80.0,4,Excellent
CAR_1155,SHOP_010,77.0,2,Fair
CAR_1156,SHOP_008,81.0,3,Fair
CAR_1157,SHOP_007,58.0,3,Good
CAR_1157,SHOP_011,58.0,2,Excellent
CAR_1158,SHOP_001,67.0,3,Good
CAR_1158,SHOP_008,68.0,4,Good
CAR_1159,SHOP_012,96.0,4,Fair
CAR_1159,SHOP_002,95.0,4,Good
CAR_1160,SHOP_005,95.0,2,Fair
CAR_1160,SHOP_010,94.0,1,Good
CAR_1161,SHOP_002,95.0,1,Good
CAR_1162,SHOP_005,73.0,1,Good
CAR_1163,SHOP_008,75.0,3,Good
CAR_1164,SHOP_008,73.0,3,Good
CAR_1164,SHOP_006,72.0,2,Good
CAR_1164,SHOP_007,70.0,3,Good
CAR_1165,SHOP_002,78.0,4,Fair
CAR_1165,SHOP_007,78.0,1,Fair
CAR_1166,SHOP_008,75.0,2,Fair
CAR_1166,SHOP_006,72.0,2,Fair
CAR_1166,SHOP_010,72.0,4,Fair
CAR_1167,SHOP_006,100.0,3,Good
CAR_1167,SHOP_002,97.0,4,Good
CAR_1168,SHOP_001,56.0,1,Good
CAR_1168,SHOP_006,53.0,2,Good
CAR_1169,SHOP_008,85.0,3,Good
CAR_1169,SHOP_001,87.0,4,Fair
CAR_1169,SHOP_011,93.0,3,Good
CAR_1170,SHOP_010,88.0,1,Good
CAR_1170,SHOP_011,90.0,3,Fair
CAR_1170,SHOP_004,98.0,2,Fair
CAR_1171,SHOP_008,47.0,2,Fair
CAR_1172,SHOP_010,58.0,4,Good
CAR_1173,SHOP_006,54.0,2,Excellent
CAR_1174,SHOP_012,76.0,1,Good
CAR_1174,SHOP_004,72.0,4,Good
CAR_1174,SHOP_011,72.0,3,Excellent
CAR_1175,SHOP_012,78.0,1,Good
CAR_1175,SHOP_002,80.0,4,Fair
CAR_1176,SHOP_012,115.0,2,Fair
CAR_1177,SHOP_010,112.0,4,Good
CAR_1177,SHOP_011,106.0,2,Good
CAR_1178,SHOP_002,113.0,4,Good
CAR_1178,SHOP_011,111.0,3,Good
CAR_1179,SHOP_012,111.0,4,Good
CAR_1179,SHOP_011,106.0,2,Fair
CAR_1179,SHOP_002,104.0,4,Good
CAR_1180,SHOP_008,111.0,4,Fair
CAR_1180,SHOP_011,112.0,1,Excellent
CAR_1180,SHOP_004,111.0,4,Good
CAR_1181,SHOP_007,86.0,3,Fair
CAR_1181,SHOP_002,84.0,2,Fair
CAR_1181,SHOP_010,80.0,4,Fair
CAR_1182,SHOP_010,94.0,2,Excellent
CAR_1182,SHOP_012,89.0,1,Good
CAR_1183,SHOP_002,83.0,3,Excellent
CAR_1184,SHOP_012,87.0,2,Fair
CAR_1184,SHOP_008,84.0,1,Good
CAR_1184,SHOP_004,81.0,1,Good
CAR_1185,SHOP_002,85.0,3,Good
CAR_1185,SHOP_010,85.0,4,Excellent
CAR_1186,SHOP_006,91.0,4,Fair
CAR_1187,SHOP_001,55.0,2,Fair
CAR_1187,SHOP_010,48.0,3,Excellent
CAR_1188,SHOP_005,82.0,3,Fair
CAR_1188,SHOP_012,78.0,1,Excellent
CAR_1188,SHOP_002,78.0,2,Fair
CAR_1189,SHOP_004,105.0,3,Good
CAR_1190,SHOP_006,37.0,1,Good
CAR_1191,SHOP_006,32.0,4,Good
CAR_1191,SHOP_001,32.0,1,Good
CAR_1192,SHOP_001,55.0,2,Good
CAR_1193,SHOP_010,78.0,2,Fair
CAR_1193,SHOP_011,84.0,1,Fair
CAR_1193,SHOP_004,84.0,4,Excellent
CAR_1194,SHOP_002,58.0,4,Good
CAR_1194,SHOP_001,67.0,3,Good
CAR_1194,SHOP_004,60.0,1,Fair
CAR_1195,SHOP_007,68.0,3,Good
CAR_1196,SHOP_011,65.0,2,Excellent
CAR_1196,SHOP_001,66.0,2,Good
CAR_1196,SHOP_006,58.0,1,Good
CAR_1197,SHOP_001,76.0,2,Good
CAR_1197,SHOP_007,79.0,4,Fair
CAR_1198,SHOP_001,35.0,1,Good
CAR_1199,SHOP_006,54.0,4,Good
CAR_1199,SHOP_001,52.0,2,Fair
CAR_1200,SHOP_008,45.0,3,Good
CAR_1201,SHOP_001,71.0,2,Fair
CAR_1202,SHOP_006,59.0,4,Excellent
CAR_1202,SHOP_007,58.0,2,Good
CAR_1203,SHOP_007,57.0,4,Good
CAR_1204,SHOP_001,53.0,3,Fair
CAR_1204,SHOP_011,52.0,1,Fair
CAR_1205,SHOP_007,57.0,2,Excellent
CAR_1205,SHOP_001,54.0,1,Good
CAR_1206,SHOP_007,85.0,2,Excellent
CAR_1207,SHOP_001,67.0,4,Good
CAR_1208,SHOP_010,60.0,2,Excellent
CAR_1209,SHOP_006,81.0,4,Good
CAR_1210,SHOP_004,64.0,1,Fair
CAR_1211,SHOP_004,90.0,1,Good
CAR_1211,SHOP_008,90.0,3,Good
CAR_1211,SHOP_011,84.0,1,Good
CAR_1212,SHOP_008,51.0,2,Fair
CAR_1212,SHOP_011,50.0,2,Fair
CAR_1212,SHOP_001,51.0,1,Fair
CAR_1213,SHOP_011,54.0,1,Good
CAR_1214,SHOP_007,46.0,2,Good
CAR_1215,SHOP_006,50.0,4,Fair
CAR_1216,SHOP_001,44.0,2,Good
CAR_1216,SHOP_007,46.0,2,Good
CAR_1217,SHOP_004,64.0,2,Good
CAR_1217,SHOP_006,67.0,4,Excellent
CAR_1218,SHOP_010,62.0,2,Fair
CAR_1218,SHOP_008,62.0,4,Good
CAR_1219,SHOP_008,58.0,4,Fair
CAR_1219,SHOP_002,67.0,3,Good
CAR_1220,SHOP_001,56.0,3,Fair
CAR_1220,SHOP_011,53.0,4,Good
CAR_1220,SHOP_004,52.0,4,Excellent
CAR_1221,SHOP_001,62.0,4,Good
CAR_1221,SHOP_011,63.0,2,Excellent
CAR_1222,SHOP_011,48.0,3,Fair
CAR_1223,SHOP_011,41.0,4,Good
CAR_1223,SHOP_001,36.0,3,Excellent
CAR_1224,SHOP_001,62.0,1,Fair
CAR_1224,SHOP_007,62.0,2,Good
CAR_1225,SHOP_011,63.0,3,Fair
CAR_1225,SHOP_001,59.0,3,Excellent
CAR_1226,SHOP_001,57.0,4,Good
CAR_1226,SHOP_006,55.0,1,Good
CAR_1226,SHOP_007,59.0,1,Good
CAR_1227,SHOP_006,60.0,2,Good
CAR_1227,SHOP_010,57.0,2,Excellent
CAR_1228,SHOP_006,72.0,4,Fair
CAR_1229,SHOP_001,46.0,1,Good
CAR_1229,SHOP_010,49.0,2,Fair
CAR_1229,SHOP_002,43.0,3,Fair
CAR_1230,SHOP_008,75.0,4,Excellent
CAR_1230,SHOP_004,73.0,3,Good
CAR_1230,SHOP_002,75.0,2,Fair
CAR_1231,SHOP_008,70.0,2,Fair
CAR_1231,SHOP_004,67.0,1,Fair
CAR_1231,SHOP_002,72.0,3,Fair
CAR_1232,SHOP_006,75.0,2,Good
CAR_1233,SHOP_002,70.0,1,Fair
CAR_1234,SHOP_006,101.0,2,Good
CAR_1234,SHOP_007,93.0,2,Good
CAR_1234,SHOP_001,95.0,4,Fair
CAR_1235,SHOP_001,56.0,1,Good
CAR_1235,SHOP_004,48.0,1,Fair
CAR_1235,SHOP_006,48.0,1,Good
CAR_1236,SHOP_002,71.0,4,Fair
CAR_1237,SHOP_007,51.0,1,Excellent
CAR_1237,SHOP_010,46.0,1,Excellent
CAR_1237,SHOP_002,44.0,1,Fair
CAR_1238,SHOP_004,48.0,3,Fair
CAR_1238,SHOP_002,48.0,3,Fair
CAR_1238,SHOP_008,46.0,3,Good
CAR_1239,SHOP_011,52.0,4,Fair
CAR_1240,SHOP_011,41.0,3,Good
CAR_1240,SHOP_006,48.0,1,Fair
CAR_1240,SHOP_007,49.0,4,Good
CAR_1241,SHOP_007,48.0,3,Good
CAR_1242,SHOP_007,35.0,4,Fair
CAR_1242,SHOP_006,37.0,1,Good
CAR_1243,SHOP_001,37.0,1,Good
CAR_1244,SHOP_006,40.0,4,Fair
CAR_1244,SHOP_007,43.0,1,Good
CAR_1244,SHOP_001,40.0,4,Excellent
CAR_1245,SHOP_001,40.0,2,Good
CAR_1245,SHOP_007,45.0,1,Good
CAR_1245,SHOP_006,41.0,1,Good
CAR_1246,SHOP_006,46.0,4,Good
CAR_1246,SHOP_001,45.0,1,Fair
CAR_1246,SHOP_011,43.0,2,Good
CAR_1247,SHOP_006,43.0,1,Excellent
CAR_1248,SHOP_007,51.0,1,Good
CAR_1248,SHOP_011,50.0,3,Fair
CAR_1249,SHOP_007,43.0,3,Fair
CAR_1249,SHOP_006,51.0,1,Good
CAR_1250,SHOP_006,69.0,4,Excellent
CAR_1250,SHOP_004,70.0,3,Good
CAR_1250,SHOP_001,72.0,1,Good
CAR_1251,SHOP_002,75.0,4,Fair
CAR_1251,SHOP_006,74.0,2,Good
CAR_1252,SHOP_010,60.0,1,Excellent
CAR_1253,SHOP_007,68.0,2,Excellent
CAR_1253,SHOP_008,66.0,2,Good
CAR_1254,SHOP_010,91.0,1,Good
CAR_1254,SHOP_001,86.0,2,Fair
CAR_1255,SHOP_001,49.0,3,Good
CAR_1255,SHOP_011,51.0,2,Excellent
CAR_1256,SHOP_011,46.0,4,Good
CAR_1256,SHOP_006,47.0,3,Good
CAR_1257,SHOP_007,53.0,2,Good
CAR_1257,SHOP_011,47.0,1,Good
CAR_1258,SHOP_011,46.0,1,Good
CAR_1258,SHOP_007,51.0,4,Good
CAR_1259,SHOP_001,44.0,4,Excellent
CAR_1259,SHOP_006,51.0,3,Good
CAR_1260,SHOP_001,43.0,2,Excellent
CAR_1260,SHOP_011,50.0,2,Fair
CAR_1260,SHOP_007,48.0,3,Good
CAR_1261,SHOP_007,45.0,3,Fair
CAR_1262,SHOP_010,45.0,3,Fair
CAR_1262,SHOP_004,44.0,3,Good
CAR_1262,SHOP_007,47.0,2,Fair
CAR_1263,SHOP_008,41.0,1,Good
CAR_1264,SHOP_006,62.0,2,Fair
CAR_1264,SHOP_011,62.0,3,Good
CAR_1265,SHOP_010,57.0,2,Excellent
CAR_1266,SHOP_011,62.0,1,Good
CAR_1266,SHOP_007,59.0,4,Good
CAR_1267,SHOP_001,75.0,4,Good
CAR_1268,SHOP_004,76.0,3,Fair
CAR_1269,SHOP_004,81.0,4,Good
CAR_1270,SHOP_010,71.0,4,Fair
CAR_1271,SHOP_007,70.0,2,Fair
CAR_1271,SHOP_001,71.0,1,Fair
CAR_1272,SHOP_006,53.0,4,Good
CAR_1272,SHOP_004,49.0,1,Excellent
CAR_1272,SHOP_010,50.0,2,Excellent
CAR_1273,SHOP_007,94.0,4,Good
CAR_1273,SHOP_008,95.0,1,Good
CAR_1273,SHOP_001,92.0,4,Good
CAR_1274,SHOP_010,70.0,3,Excellent
CAR_1274,SHOP_006,76.0,2,Fair
CAR_1274,SHOP_001,77.0,1,Fair
CAR_1275,SHOP_008,77.0,4,Excellent
CAR_1275,SHOP_002,74.0,1,Good
CAR_1275,SHOP_011,78.0,1,Good
CAR_1276,SHOP_008,75.0,1,Fair
CAR_1276,SHOP_006,77.0,1,Excellent
CAR_1276,SHOP_002,70.0,2,Good
CAR_1277,SHOP_006,46.0,1,Excellent
CAR_1278,SHOP_005,2400.0,3,Good
CAR_1279,SHOP_005,2645.0,1,Good
CAR_1279,SHOP_012,2638.0,3,Fair
CAR_1280,SHOP_012,2801.0,3,Good
CAR_1281,SHOP_005,2640.0,2,Excellent
CAR_1281,SHOP_012,2642.0,1,Good
CAR_1282,SHOP_005,2637.0,3,Good
CAR_1283,SHOP_012,4641.0,2,Good
CAR_1284,SHOP_005,7196.0,4,Excellent
CAR_1284,SHOP_012,7200.0,3,Fair
CAR_1285,SHOP_012,7204.0,4,Fair
CAR_1285,SHOP_005,7196.0,3,Fair
CAR_1286,SHOP_005,7196.0,2,Excellent
CAR_1286,SHOP_012,7201.0,3,Good
CAR_1287,SHOP_005,14399.0,2,Fair
CAR_1287,SHOP_012,14403.0,3,Fair
CAR_1288,SHOP_005,3595.0,2,Excellent
CAR_1288,SHOP_012,3598.0,1,Fair
CAR_1289,SHOP_012,3998.0,1,Good
CAR_1290,SHOP_002,123.0,2,Good
CAR_1290,SHOP_012,118.0,1,Fair
CAR_1291,SHOP_012,127.0,1,Excellent
CAR_1292,SHOP_005,100.0,3,Fair
CAR_1293,SHOP_002,110.0,3,Good
CAR_1294,SHOP_004,106.0,1,Good
CAR_1294,SHOP_005,108.0,4,Good
CAR_1294,SHOP_010,108.0,4,Fair
CAR_1295,SHOP_004,106.0,1,Good
CAR_1295,SHOP_005,112.0,2,Fair
CAR_1295,SHOP_008,111.0,3,Excellent
CAR_1296,SHOP_010,126.0,3,Good
CAR_1296,SHOP_008,127.0,4,Fair
CAR_1296,SHOP_005,122.0,3,Fair
CAR_1297,SHOP_010,123.0,4,Good
CAR_1297,SHOP_008,123.0,1,Good
CAR_1297,SHOP_004,124.0,3,Excellent
CAR_1298,SHOP_005,121.0,2,Excellent
CAR_1298,SHOP_010,122.0,1,Excellent
CAR_1298,SHOP_008,127.0,4,Excellent
CAR_1299,SHOP_012,97.0,2,Fair
CAR_1299,SHOP_008,95.0,1,Fair
CAR_1300,SHOP_004,121.0,1,Fair
CAR_1301,SHOP_011,85.0,3,Good
CAR_1301,SHOP_002,90.0,1,Fair
CAR_1301,SHOP_004,90.0,2,Good
CAR_1302,SHOP_008,74.0,2,Good
CAR_1303,SHOP_002,69.0,4,Good
CAR_1304,SHOP_011,72.0,3,Good
CAR_1304,SHOP_008,71.0,1,Good
CAR_1305,SHOP_002,75.0,3,Good
CAR_1305,SHOP_001,70.0,4,Good
CAR_1306,SHOP_010,89.0,1,Fair
CAR_1306,SHOP_004,89.0,4,Excellent
CAR_1307,SHOP_010,80.0,4,Good
CAR_1307,SHOP_011,83.0,1,Excellent
CAR_1308,SHOP_008,89.0,2,Fair
CAR_1308,SHOP_010,84.0,1,Fair
CAR_1309,SHOP_004,72.0,2,Fair
CAR_1309,SHOP_001,71.0,4,Excellent
CAR_1310,SHOP_002,73.0,3,Good
CAR_1311,SHOP_004,81.0,3,Good
CAR_1311,SHOP_010,82.0,2,Good
CAR_1312,SHOP_002,65.0,4,Good
CAR_1313,SHOP_008,96.0,4,Excellent
CAR_1314,SHOP_011,94.0,2,Excellent
CAR_1314,SHOP_010,87.0,1,Good
CAR_1315,SHOP_001,89.0,3,Excellent
CAR_1315,SHOP_008,87.0,2,Fair
CAR_1316,SHOP_006,95.0,1,Fair
CAR_1316,SHOP_004,90.0,4,Good
CAR_1316,SHOP_008,88.0,4,Fair
CAR_1317,SHOP_002,116.0,1,Excellent
CAR_1318,SHOP_011,82.0,1,Good
CAR_1319,SHOP_010,87.0,3,Fair
CAR_1320,SHOP_004,87.0,4,Fair
CAR_1320,SHOP_011,83.0,4,Excellent
CAR_1320,SHOP_005,88.0,2,Good
CAR_1321,SHOP_010,85.0,2,Good
CAR_1321,SHOP_008,88.0,3,Good
CAR_1321,SHOP_002,87.0,4,Good
CAR_1322,SHOP_006,85.0,1,Good
CAR_1322,SHOP_001,79.0,2,Good
CAR_1323,SHOP_008,94.0,1,Good
CAR_1324,SHOP_010,94.0,4,Excellent
CAR_1325,SHOP_005,87.0,1,Fair
CAR_1325,SHOP_012,89.0,3,Good
CAR_1325,SHOP_004,87.0,4,Fair
CAR_1326,SHOP_005,90.0,1,Good
CAR_1327,SHOP_005,108.0,3,Good
CAR_1328,SHOP_008,74.0,3,Excellent
CAR_1328,SHOP_001,72.0,1,Excellent
CAR_1328,SHOP_011,77.0,3,Good
CAR_1329,SHOP_004,90.0,1,Fair
CAR_1329,SHOP_002,87.0,4,Good
CAR_1330,SHOP_010,98.0,1,Excellent
CAR_1330,SHOP_005,102.0,2,Good
CAR_1331,SHOP_004,102.0,3,Good
CAR_1331,SHOP_010,97.0,3,Good
CAR_1332,SHOP_002,99.0,1,Good
CAR_1332,SHOP_008,101.0,1,Excellent
CAR_1332,SHOP_012,101.0,2,Good
CAR_1333,SHOP_004,69.0,1,Excellent
CAR_1333,SHOP_012,74.0,3,Good
CAR_1333,SHOP_010,72.0,2,Good
CAR_1334,SHOP_010,66.0,4,Good
CAR_1335,SHOP_011,75.0,3,Fair
CAR_1335,SHOP_002,71.0,1,Fair
CAR_1335,SHOP_008,66.0,4,Excellent
CAR_1336,SHOP_004,83.0,2,Good
CAR_1337,SHOP_011,95.0,1,Good
CAR_1338,SHOP_011,93.0,4,Excellent
CAR_1338,SHOP_004,87.0,4,Fair
CAR_1338,SHOP_001,89.0,3,Good
CAR_1339,SHOP_011,85.0,2,Excellent
CAR_1340,SHOP_004,85.0,3,Good
CAR_1340,SHOP_012,89.0,3,Good
CAR_1340,SHOP_005,86.0,2,Good
CAR_1341,SHOP_007,90.0,3,Excellent
CAR_1342,SHOP_008,79.0,3,Good
CAR_1342,SHOP_002,80.0,1,Good
CAR_1342,SHOP_010,87.0,2,Excellent
CAR_1343,SHOP_005,81.0,3,Good
CAR_1344,SHOP_002,104.0,3,Good
CAR_1345,SHOP_001,101.0,3,Good
CAR_1345,SHOP_010,102.0,1,Good
CAR_1346,SHOP_002,100.0,3,Good
CAR_1347,SHOP_004,102.0,1,Fair
CAR_1347,SHOP_002,102.0,3,Good
CAR_1348,SHOP_001,72.0,3,Good
CAR_1348,SHOP_008,76.0,4,Good
CAR_1349,SHOP_012,77.0,4,Good
CAR_1349,SHOP_011,76.0,4,Excellent
CAR_1350,SHOP_005,77.0,2,Good
CAR_1350,SHOP_008,77.0,4,Good
CAR_1351,SHOP_010,78.0,3,Good
CAR_1351,SHOP_002,84.0,4,Good
CAR_1351,SHOP_011,76.0,1,Fair
CAR_1352,SHOP_002,82.0,4,Excellent
CAR_1353,SHOP_001,90.0,1,Excellent
CAR_1353,SHOP_011,89.0,1,Excellent
CAR_1353,SHOP_008,93.0,1,Good
CAR_1354,SHOP_005,103.0,3,Good
CAR_1355,SHOP_004,86.0,1,Excellent
CAR_1355,SHOP_012,85.0,3,Excellent
CAR_1355,SHOP_008,82.0,4,Fair
CAR_1356,SHOP_007,96.0,4,Good
CAR_1357,SHOP_004,86.0,3,Excellent
CAR_1358,SHOP_002,93.0,1,Good
CAR_1359,SHOP_002,90.0,4,Good
CAR_1360,SHOP_008,94.0,1,Good
CAR_1361,SHOP_008,74.0,3,Good
CAR_1361,SHOP_010,72.0,4,Excellent
CAR_1362,SHOP_004,87.0,1,Good
CAR_1362,SHOP_007,86.0,3,Good
CAR_1363,SHOP_012,127.0,1,Good
CAR_1364,SHOP_004,97.0,2,Good
CAR_1365,SHOP_004,90.0,2,Fair
CAR_1365,SHOP_006,87.0,3,Good
CAR_1366,SHOP_007,71.0,3,Fair
CAR_1366,SHOP_008,69.0,3,Excellent
CAR_1367,SHOP_004,49.0,2,Good
CAR_1368,SHOP_007,71.0,4,Fair
CAR_1368,SHOP_006,78.0,1,Fair
CAR_1369,SHOP_008,73.0,1,Good
CAR_1369,SHOP_010,80.0,2,Fair
CAR_1369,SHOP_011,74.0,4,Fair
CAR_1370,SHOP_006,84.0,4,Good
CAR_1370,SHOP_007,79.0,2,Fair
CAR_1371,SHOP_008,83.0,4,Good
